Beginning of Month Date|End of Month Date|sector_id|Sector|Commercial Property Price Index (CPPI)|CPRI
01/03/2001|01/02/2001|11|Strip Center|57.92880455|40.02274772
01/03/2001|01/02/2001|13|Retail|55.84200433|38.75555439
01/03/2001|01/02/2001|100|GS Universe|56.64143295|38.93814293
01/03/2001|01/02/2001|101|GS Major Sector|57.14997912|39.76647024
01/04/2001|01/03/2001|1|Apartment|59.24140278|40.46890492
01/04/2001|01/03/2001|4|Health Care||
01/04/2001|01/03/2001|6|Industrial|62.0700115|41.60714184
01/04/2001|01/03/2001|7|Mall|53.65625319|37.35415949
01/04/2001|01/03/2001|8|Manufactured Home Park|63.21866893|42.03127243
01/04/2001|01/03/2001|9|Office|51.85816041|38.31183628
01/04/2001|01/03/2001|10|Self-Storage|56.17746024|35.96618323
01/04/2001|01/03/2001|11|Strip Center|57.70367161|40.10742031
01/04/2001|01/03/2001|13|Retail|55.75312802|38.91985529
01/04/2001|01/03/2001|100|GS Universe|56.38963086|38.99022706
01/04/2001|01/03/2001|101|GS Major Sector|56.96287061|39.86305786
01/05/2001|01/04/2001|1|Apartment|59.20610225|40.7016197
01/05/2001|01/04/2001|4|Health Care||
01/05/2001|01/04/2001|6|Industrial|61.6665742|41.58795467
01/05/2001|01/04/2001|7|Mall|53.63666553|37.55123815
01/05/2001|01/04/2001|8|Manufactured Home Park|63.21866893|42.2917588
01/05/2001|01/04/2001|9|Office|51.14993561|37.96663213
01/05/2001|01/04/2001|10|Self-Storage|56.17746024|36.2338
01/05/2001|01/04/2001|11|Strip Center|57.69979263|40.34645269
01/05/2001|01/04/2001|13|Retail|55.74107752|39.13850225
01/05/2001|01/04/2001|100|GS Universe|56.13406107|39.03981084
01/05/2001|01/04/2001|101|GS Major Sector|56.66426142|39.88196098
01/06/2001|01/05/2001|1|Apartment|59.72746245|41.31850239
01/06/2001|01/05/2001|4|Health Care||
01/06/2001|01/05/2001|6|Industrial|62.09220707|42.1272414
01/06/2001|01/05/2001|7|Mall|54.0058793|38.02163605
01/06/2001|01/05/2001|8|Manufactured Home Park|63.92766218|43.02815883
01/06/2001|01/05/2001|9|Office|51.92672448|38.72182535
01/06/2001|01/05/2001|10|Self-Storage|55.33311399|35.95881468
01/06/2001|01/05/2001|11|Strip Center|58.60902642|41.22541904
01/06/2001|01/05/2001|13|Retail|56.37211155|39.80996819
01/06/2001|01/05/2001|100|GS Universe|56.65224011|39.6275368
01/06/2001|01/05/2001|101|GS Major Sector|57.26228658|40.53174499
01/07/2001|01/06/2001|1|Apartment|59.66343768|41.53667634
01/07/2001|01/06/2001|4|Health Care||
01/07/2001|01/06/2001|6|Industrial|62.09220707|42.3827521
01/07/2001|01/06/2001|7|Mall|54.10934768|38.30912923
01/07/2001|01/06/2001|8|Manufactured Home Park|63.92766218|43.29482335
01/07/2001|01/06/2001|9|Office|51.77642833|38.79191477
01/07/2001|01/06/2001|10|Self-Storage|55.33311399|36.22637662
01/07/2001|01/06/2001|11|Strip Center|58.60503267|41.46749059
01/07/2001|01/06/2001|13|Retail|56.42419177|40.07735592
01/07/2001|01/06/2001|100|GS Universe|56.61318751|39.83052178
01/07/2001|01/06/2001|101|GS Major Sector|57.21873185|40.7331086
01/08/2001|01/07/2001|1|Apartment|59.64216709|41.78602099
01/08/2001|01/07/2001|4|Health Care||
01/08/2001|01/07/2001|6|Industrial|61.92247705|42.5239586
01/08/2001|01/07/2001|7|Mall|54.08957122|38.51095512
01/08/2001|01/07/2001|8|Manufactured Home Park|63.92766218|43.5631405
01/08/2001|01/07/2001|9|Office|51.30335706|38.62055237
01/08/2001|01/07/2001|10|Self-Storage|55.33311399|36.49592944
01/08/2001|01/07/2001|11|Strip Center|58.60103946|41.71100172
01/08/2001|01/07/2001|13|Retail|56.41195821|40.30060058
01/08/2001|01/07/2001|100|GS Universe|56.45393201|39.9501047
01/08/2001|01/07/2001|101|GS Major Sector|57.04072942|40.83990637
01/09/2001|01/08/2001|1|Apartment|59.33627472|41.83754866
01/09/2001|01/08/2001|4|Health Care||
01/09/2001|01/08/2001|6|Industrial|61.93626046|42.79209645
01/09/2001|01/08/2001|7|Mall|54.30563654|38.88184012
01/09/2001|01/08/2001|8|Manufactured Home Park|64.64460674|44.32167831
01/09/2001|01/08/2001|9|Office|52.1726284|39.4590216
01/09/2001|01/08/2001|10|Self-Storage|54.50145825|36.21895476
01/09/2001|01/08/2001|11|Strip Center|58.71200058|42.03778279
01/09/2001|01/08/2001|13|Retail|56.5780374|40.6525265
01/09/2001|01/08/2001|100|GS Universe|56.64230905|40.31634491
01/09/2001|01/08/2001|101|GS Major Sector|57.25436965|41.2276983
01/10/2001|01/09/2001|1|Apartment|59.57412844|42.27132318
01/10/2001|01/09/2001|4|Health Care||
01/10/2001|01/09/2001|6|Industrial|61.08248431|42.46437645
01/10/2001|01/09/2001|7|Mall|52.88999397|38.08793938
01/10/2001|01/09/2001|8|Manufactured Home Park|65.63562076|45.27581903
01/10/2001|01/09/2001|9|Office|51.73034109|39.31224831
01/10/2001|01/09/2001|10|Self-Storage|54.50145825|36.48845236
01/10/2001|01/09/2001|11|Strip Center|58.56081811|42.17929702
01/10/2001|01/09/2001|13|Retail|55.7677538|40.30592441
01/10/2001|01/09/2001|100|GS Universe|56.25861557|40.27853209
01/10/2001|01/09/2001|101|GS Major Sector|56.78810314|41.12941187
01/11/2001|01/10/2001|1|Apartment|59.20622101|42.27795203
01/11/2001|01/10/2001|4|Health Care||
01/11/2001|01/10/2001|6|Industrial|60.9627626|42.64518063
01/11/2001|01/10/2001|7|Mall|52.87121632|38.29578942
01/11/2001|01/10/2001|8|Manufactured Home Park|65.63562076|45.55189184
01/11/2001|01/10/2001|9|Office|49.96921227|38.16266291
01/11/2001|01/10/2001|10|Self-Storage|54.50145825|36.75995523
01/11/2001|01/10/2001|11|Strip Center|58.74574915|42.56379031
01/11/2001|01/10/2001|13|Retail|55.8459095|40.59960943
01/11/2001|01/10/2001|100|GS Universe|55.71211736|40.12395663
01/11/2001|01/10/2001|101|GS Major Sector|56.20916854|40.94904476
01/12/2001|01/11/2001|1|Apartment|59.67698925|42.88361374
01/12/2001|01/11/2001|4|Health Care||
01/12/2001|01/11/2001|6|Industrial|60.97927024|42.92244239
01/12/2001|01/11/2001|7|Mall|53.46621574|38.94942589
01/12/2001|01/11/2001|8|Manufactured Home Park|66.37171997|46.34050952
01/12/2001|01/11/2001|9|Office|50.72807007|38.92806752
01/12/2001|01/11/2001|10|Self-Storage|53.68230228|36.48097681
01/12/2001|01/11/2001|11|Strip Center|58.825492|42.87297214
01/12/2001|01/11/2001|13|Retail|56.1980507|41.09354563
01/12/2001|01/11/2001|100|GS Universe|56.08359048|40.62811079
01/12/2001|01/11/2001|101|GS Major Sector|56.62672125|41.49212854
01/01/2002|01/12/2001|1|Apartment|59.71179832|43.1823113
01/01/2002|01/12/2001|4|Health Care||
01/01/2002|01/12/2001|6|Industrial|60.97927024|43.19039256
01/01/2002|01/12/2001|7|Mall|53.03163794|38.85834818
01/01/2002|01/12/2001|8|Manufactured Home Park|66.37171997|46.62307435
01/01/2002|01/12/2001|9|Office|50.61219883|39.0287239
01/01/2002|01/12/2001|10|Self-Storage|53.68230228|36.75242405
01/01/2002|01/12/2001|11|Strip Center|58.82146469|43.12343136
01/01/2002|01/12/2001|13|Retail|55.9677358|41.16553192
01/01/2002|01/12/2001|100|GS Universe|55.99290416|40.80202185
01/01/2002|01/12/2001|101|GS Major Sector|56.54462461|41.6741279
01/02/2002|01/01/2002|1|Apartment|56.15336295|40.88434508
01/02/2002|01/01/2002|4|Health Care||
01/02/2002|01/01/2002|6|Industrial|60.79281335|43.32795178
01/02/2002|01/01/2002|7|Mall|53.27588526|39.26238279
01/02/2002|01/01/2002|8|Manufactured Home Park|68.97453252|48.73571801
01/02/2002|01/01/2002|9|Office|50.51687757|39.14575558
01/02/2002|01/01/2002|10|Self-Storage|53.68230228|37.02589108
01/02/2002|01/01/2002|11|Strip Center|58.81743793|43.37537262
01/02/2002|01/01/2002|13|Retail|56.09470514|41.49979512
01/02/2002|01/01/2002|100|GS Universe|55.34176506|40.56827286
01/02/2002|01/01/2002|101|GS Major Sector|55.66442323|41.2687228
01/03/2002|01/02/2002|1|Apartment|56.74512632|41.57627305
01/03/2002|01/02/2002|4|Health Care||
01/03/2002|01/02/2002|6|Industrial|61.21241538|43.89697687
01/03/2002|01/02/2002|7|Mall|53.64299694|39.75921836
01/03/2002|01/02/2002|8|Manufactured Home Park|69.7480774|49.56747548
01/03/2002|01/02/2002|9|Office|51.2484495|39.90415371
01/03/2002|01/02/2002|10|Self-Storage|52.87545821|36.74489442
01/03/2002|01/02/2002|11|Strip Center|58.92878994|43.71389134
01/03/2002|01/02/2002|13|Retail|56.34107158|41.92430977
01/03/2002|01/02/2002|100|GS Universe|55.75386673|41.1093013
01/03/2002|01/02/2002|101|GS Major Sector|56.16977567|41.88424612
01/04/2002|01/03/2002|1|Apartment|57.92203151|42.70366048
01/04/2002|01/03/2002|4|Health Care||
01/04/2002|01/03/2002|6|Industrial|61.15555631|44.1297157
01/04/2002|01/03/2002|7|Mall|53.74615515|40.06491648
01/04/2002|01/03/2002|8|Manufactured Home Park|69.7480774|49.85753229
01/04/2002|01/03/2002|9|Office|50.35672313|39.40517562
01/04/2002|01/03/2002|10|Self-Storage|52.87545821|37.01830542
01/04/2002|01/03/2002|11|Strip Center|58.95537347|43.99203257
01/04/2002|01/03/2002|13|Retail|56.40795305|42.2188595
01/04/2002|01/03/2002|100|GS Universe|55.77063642|41.36375748
01/04/2002|01/03/2002|101|GS Major Sector|56.22030507|42.16633017
01/05/2002|01/04/2002|1|Apartment|57.90100455|42.95453969
01/05/2002|01/04/2002|4|Health Care||
01/05/2002|01/04/2002|6|Industrial|61.26461721|44.48365061
01/05/2002|01/04/2002|7|Mall|54.00038867|40.48496038
01/05/2002|01/04/2002|8|Manufactured Home Park|69.7480774|50.14928644
01/05/2002|01/04/2002|9|Office|49.18595872|38.68564918
01/05/2002|01/04/2002|10|Self-Storage|52.87545821|37.29375082
01/05/2002|01/04/2002|11|Strip Center|58.97936245|44.26959886
01/05/2002|01/04/2002|13|Retail|56.55284152|42.57336177
01/05/2002|01/04/2002|100|GS Universe|55.49727657|41.40426489
01/05/2002|01/04/2002|101|GS Major Sector|55.949597|42.20883699
01/06/2002|01/05/2002|1|Apartment|59.03175869|44.06145325
01/06/2002|01/05/2002|4|Health Care||
01/06/2002|01/05/2002|6|Industrial|63.40423181|46.31412165
01/06/2002|01/05/2002|7|Mall|56.66848759|42.71740937
01/06/2002|01/05/2002|8|Manufactured Home Park|72.54884452|52.45651625
01/06/2002|01/05/2002|9|Office|50.24397767|39.71058663
01/06/2002|01/05/2002|10|Self-Storage|55.41199684|39.36029954
01/06/2002|01/05/2002|11|Strip Center|60.77634136|45.87959225
01/06/2002|01/05/2002|13|Retail|58.81147183|44.52131867
01/06/2002|01/05/2002|100|GS Universe|57.20788476|42.92372272
01/06/2002|01/05/2002|101|GS Major Sector|57.57076786|43.67736699
01/07/2002|01/06/2002|1|Apartment|59.00963761|44.31062754
01/07/2002|01/06/2002|4|Health Care||
01/07/2002|01/06/2002|6|Industrial|64.3182347|47.25970665
01/07/2002|01/06/2002|7|Mall|57.47711992|43.56092076
01/07/2002|01/06/2002|8|Manufactured Home Park|72.54884452|52.75340489
01/07/2002|01/06/2002|9|Office|50.24397767|39.90344641
01/07/2002|01/06/2002|10|Self-Storage|55.41199684|39.63755143
01/07/2002|01/06/2002|11|Strip Center|60.68213897|46.07005985
01/07/2002|01/06/2002|13|Retail|59.18549924|45.05329903
01/07/2002|01/06/2002|100|GS Universe|57.42505348|43.32986267
01/07/2002|01/06/2002|101|GS Major Sector|57.86438633|44.14556055
01/08/2002|01/07/2002|1|Apartment|58.39726302|44.11808753
01/08/2002|01/07/2002|4|Health Care||
01/08/2002|01/07/2002|6|Industrial|63.06933694|46.62135131
01/08/2002|01/07/2002|7|Mall|58.06136441|44.23867185
01/08/2002|01/07/2002|8|Manufactured Home Park|72.54884452|53.05197383
01/08/2002|01/07/2002|9|Office|50.64236363|40.41363842
01/08/2002|01/07/2002|10|Self-Storage|55.41199684|39.91675627
01/08/2002|01/07/2002|11|Strip Center|62.22012237|47.50038758
01/08/2002|01/07/2002|13|Retail|60.23632977|46.10316458
01/08/2002|01/07/2002|100|GS Universe|57.54319939|43.66345348
01/08/2002|01/07/2002|101|GS Major Sector|57.80491451|44.34681778
01/09/2002|01/08/2002|1|Apartment|57.49711445|43.7041793
01/09/2002|01/08/2002|4|Health Care||
01/09/2002|01/08/2002|6|Industrial|63.06933694|46.89688745
01/09/2002|01/08/2002|7|Mall|58.35861542|44.70118756
01/09/2002|01/08/2002|8|Manufactured Home Park|73.15012686|53.79192554
01/09/2002|01/08/2002|9|Office|50.55776151|40.54072195
01/09/2002|01/08/2002|10|Self-Storage|55.13388717|39.99758788
01/09/2002|01/08/2002|11|Strip Center|62.09360008|47.66745504
01/09/2002|01/08/2002|13|Retail|60.32927859|46.42524567
01/09/2002|01/08/2002|100|GS Universe|57.35087197|43.76208269
01/09/2002|01/08/2002|101|GS Major Sector|57.58031733|44.4206433
01/10/2002|01/09/2002|1|Apartment|57.58506996|44.03544094
01/10/2002|01/09/2002|4|Health Care||
01/10/2002|01/09/2002|6|Industrial|63.60935646|47.57559794
01/10/2002|01/09/2002|7|Mall|57.53310931|44.30746922
01/10/2002|01/09/2002|8|Manufactured Home Park|73.15012686|54.09637221
01/10/2002|01/09/2002|9|Office|50.03190408|40.31408665
01/10/2002|01/09/2002|10|Self-Storage|55.13388717|40.27932879
01/10/2002|01/09/2002|11|Strip Center|62.17924698|47.99780938
01/10/2002|01/09/2002|13|Retail|59.94419429|46.38166661
01/10/2002|01/09/2002|100|GS Universe|57.1861019|43.88160518
01/10/2002|01/09/2002|101|GS Major Sector|57.48398386|44.59302901
01/11/2002|01/10/2002|1|Apartment|58.34413431|44.88187414
01/11/2002|01/10/2002|4|Health Care||
01/11/2002|01/10/2002|6|Industrial|62.97956085|47.38317286
01/11/2002|01/10/2002|7|Mall|57.51131207|44.53083738
01/11/2002|01/10/2002|8|Manufactured Home Park|73.15012686|54.40254196
01/11/2002|01/10/2002|9|Office|48.55600184|39.32101082
01/11/2002|01/10/2002|10|Self-Storage|55.13388717|40.56305428
01/11/2002|01/10/2002|11|Strip Center|62.17472758|48.26036572
01/11/2002|01/10/2002|13|Retail|59.93066046|46.62543691
01/11/2002|01/10/2002|100|GS Universe|56.84132076|43.86359905
01/11/2002|01/10/2002|101|GS Major Sector|57.10395195|44.54619848
01/12/2002|01/11/2002|1|Apartment|57.58423274|44.56462857
01/12/2002|01/11/2002|4|Health Care||
01/12/2002|01/11/2002|6|Industrial|63.03676302|47.7037029
01/12/2002|01/11/2002|7|Mall|57.66962329|44.89488117
01/12/2002|01/11/2002|8|Manufactured Home Park|73.75639261|55.16133095
01/12/2002|01/11/2002|9|Office|47.15955556|38.38244749
01/12/2002|01/11/2002|10|Self-Storage|54.85717331|40.64519464
01/12/2002|01/11/2002|11|Strip Center|62.11096629|48.47839505
01/12/2002|01/11/2002|13|Retail|59.98241596|46.92134213
01/12/2002|01/11/2002|100|GS Universe|56.29184491|43.68553189
01/12/2002|01/11/2002|101|GS Major Sector|56.53273946|44.3476712
01/01/2003|01/12/2002|1|Apartment|57.56241035|44.81324964
01/01/2003|01/12/2002|4|Health Care||
01/01/2003|01/12/2002|6|Industrial|63.03676302|47.98280236
01/01/2003|01/12/2002|7|Mall|57.73241129|45.18791755
01/01/2003|01/12/2002|8|Manufactured Home Park|73.75639261|55.47352806
01/01/2003|01/12/2002|9|Office|47.19715001|38.60624465
01/01/2003|01/12/2002|10|Self-Storage|54.85717331|40.93149726
01/01/2003|01/12/2002|11|Strip Center|62.12211458|48.75555602
01/01/2003|01/12/2002|13|Retail|60.02045211|47.20860333
01/01/2003|01/12/2002|100|GS Universe|56.30869108|43.94517402
01/01/2003|01/12/2002|101|GS Major Sector|56.54761227|44.60691081
01/02/2003|01/01/2003|1|Apartment|57.20293949|44.80049492
01/02/2003|01/01/2003|4|Health Care||
01/02/2003|01/01/2003|6|Industrial|63.15851257|48.356209
01/02/2003|01/01/2003|7|Mall|57.71061484|45.41670773
01/02/2003|01/01/2003|8|Manufactured Home Park|73.75639261|55.78749211
01/02/2003|01/01/2003|9|Office|47.34845158|38.92416455
01/02/2003|01/01/2003|10|Self-Storage|54.85717331|41.21981659
01/02/2003|01/01/2003|11|Strip Center|62.11759463|49.02195094
01/02/2003|01/01/2003|13|Retail|60.00693845|47.45708514
01/02/2003|01/01/2003|100|GS Universe|56.29038116|44.17890065
01/02/2003|01/01/2003|101|GS Major Sector|56.52876921|44.8410513
01/03/2003|01/02/2003|1|Apartment|56.65889634|44.64172155
01/03/2003|01/02/2003|4|Health Care||
01/03/2003|01/02/2003|6|Industrial|63.15851257|48.63854185
01/03/2003|01/02/2003|7|Mall|58.00647952|45.89674108
01/03/2003|01/02/2003|8|Manufactured Home Park|74.36768307|56.56559793
01/03/2003|01/02/2003|9|Office|47.37793487|39.14348215
01/03/2003|01/02/2003|10|Self-Storage|54.58184827|41.3032869
01/03/2003|01/02/2003|11|Strip Center|63.28981348|50.21848088
01/03/2003|01/02/2003|13|Retail|60.72695143|48.28705205
01/03/2003|01/02/2003|100|GS Universe|56.37388189|44.49358025
01/03/2003|01/02/2003|101|GS Major Sector|56.57273108|45.1259923
01/04/2003|01/03/2003|1|Apartment|59.32546884|47.00816039
01/04/2003|01/03/2003|4|Health Care||
01/04/2003|01/03/2003|6|Industrial|66.06715721|51.16247827
01/04/2003|01/03/2003|7|Mall|60.34827795|47.99956338
01/04/2003|01/03/2003|8|Manufactured Home Park|73.80782598|56.4599039
01/04/2003|01/03/2003|9|Office|49.15458759|40.80686322
01/04/2003|01/03/2003|10|Self-Storage|55.88990999|42.58406421
01/04/2003|01/03/2003|11|Strip Center|65.56069778|52.29231444
01/04/2003|01/03/2003|13|Retail|63.04222865|50.39025732
01/04/2003|01/03/2003|100|GS Universe|58.53723236|46.45079804
01/04/2003|01/03/2003|101|GS Major Sector|58.95928442|47.28021727
01/05/2003|01/04/2003|1|Apartment|60.51492336|48.21672223
01/05/2003|01/04/2003|4|Health Care||
01/05/2003|01/04/2003|6|Industrial|65.86285254|51.28889234
01/05/2003|01/04/2003|7|Mall|60.67805674|48.5123034
01/05/2003|01/04/2003|8|Manufactured Home Park|73.80782598|56.78205287
01/05/2003|01/04/2003|9|Office|48.31125178|40.30259133
01/05/2003|01/04/2003|10|Self-Storage|55.88990999|42.87658852
01/05/2003|01/04/2003|11|Strip Center|65.55566628|52.56165339
01/05/2003|01/04/2003|13|Retail|63.21205961|50.7891673
01/05/2003|01/04/2003|100|GS Universe|58.55684669|46.71691819
01/05/2003|01/04/2003|101|GS Major Sector|58.99605115|47.56081754
01/06/2003|01/05/2003|1|Apartment|62.0111728|49.67604142
01/06/2003|01/05/2003|4|Health Care||
01/06/2003|01/05/2003|6|Industrial|67.19708248|52.6134007
01/06/2003|01/05/2003|7|Mall|63.06415821|50.6732238
01/06/2003|01/05/2003|8|Manufactured Home Park|78.81079759|60.95494073
01/06/2003|01/05/2003|9|Office|49.84050355|41.77104141
01/06/2003|01/05/2003|10|Self-Storage|57.017026|44.03580231
01/06/2003|01/05/2003|11|Strip Center|67.66979217|54.53151401
01/06/2003|01/05/2003|13|Retail|65.47420694|52.87205399
01/06/2003|01/05/2003|100|GS Universe|60.32478659|48.37801748
01/06/2003|01/05/2003|101|GS Major Sector|60.6541911|49.14859233
01/07/2003|01/06/2003|1|Apartment|62.96370361|50.70263589
01/07/2003|01/06/2003|4|Health Care||
01/07/2003|01/06/2003|6|Industrial|67.19708248|52.89849748
01/07/2003|01/06/2003|7|Mall|62.85673719|50.76242955
01/07/2003|01/06/2003|8|Manufactured Home Park|78.81079759|61.28026152
01/07/2003|01/06/2003|9|Office|49.95679936|42.0594008
01/07/2003|01/06/2003|10|Self-Storage|57.017026|44.33550307
01/07/2003|01/06/2003|11|Strip Center|67.66445177|54.80379321
01/07/2003|01/06/2003|13|Retail|65.36394948|53.050589
01/07/2003|01/06/2003|100|GS Universe|60.5295148|48.79260939
01/07/2003|01/06/2003|101|GS Major Sector|60.89695963|49.59540914
01/08/2003|01/07/2003|1|Apartment|62.98178324|50.98630267
01/08/2003|01/07/2003|4|Health Care||
01/08/2003|01/07/2003|6|Industrial|67.33375587|53.29273035
01/08/2003|01/07/2003|7|Mall|62.00419485|50.33062336
01/08/2003|01/07/2003|8|Manufactured Home Park|78.81079759|61.60731856
01/08/2003|01/07/2003|9|Office|50.98606579|43.11767818
01/08/2003|01/07/2003|10|Self-Storage|57.017026|44.63724354
01/08/2003|01/07/2003|11|Strip Center|67.65911222|55.07745601
01/08/2003|01/07/2003|13|Retail|64.91809632|52.95740798
01/08/2003|01/07/2003|100|GS Universe|60.74463615|49.21851027
01/08/2003|01/07/2003|101|GS Major Sector|61.14211717|50.04737684
01/09/2003|01/08/2003|1|Apartment|62.03064201|50.48684499
01/09/2003|01/08/2003|4|Health Care||
01/09/2003|01/08/2003|6|Industrial|66.85965462|53.2056395
01/09/2003|01/08/2003|7|Mall|62.49806793|50.98981681
01/09/2003|01/08/2003|8|Manufactured Home Park|79.08471037|62.15024195
01/09/2003|01/08/2003|9|Office|50.77401274|43.13496746
01/09/2003|01/08/2003|10|Self-Storage|57.65935145|45.44389859
01/09/2003|01/08/2003|11|Strip Center|67.90511878|55.55711551
01/09/2003|01/08/2003|13|Retail|65.29465785|53.53480474
01/09/2003|01/08/2003|100|GS Universe|60.58089135|49.34098387
01/09/2003|01/08/2003|101|GS Major Sector|60.82874264|50.04579914
01/10/2003|01/09/2003|1|Apartment|62.16208512|50.86149803
01/10/2003|01/09/2003|4|Health Care||
01/10/2003|01/09/2003|5|Lodging||
01/10/2003|01/09/2003|6|Industrial|66.82864567|53.46926911
01/10/2003|01/09/2003|7|Mall|65.42960722|53.64334721
01/10/2003|01/09/2003|8|Manufactured Home Park|81.0320767|64.01231746
01/10/2003|01/09/2003|9|Office|50.17794644|42.82393912
01/10/2003|01/09/2003|10|Self-Storage|58.1707426|46.15623273
01/10/2003|01/09/2003|11|Strip Center|67.80977024|55.76096211
01/10/2003|01/09/2003|13|Retail|66.78017449|55.02600427
01/10/2003|01/09/2003|100|GS Universe|60.91203428|49.86614722
01/10/2003|01/09/2003|101|GS Major Sector|61.02136574|50.45892604
01/11/2003|01/10/2003|1|Apartment|62.70878011|51.57785069
01/11/2003|01/10/2003|4|Health Care||
